,Artista,rock,pop,alternative,electronic,indie,female vocalists,80s,dance,alternative rock,classic rock
4940,Laura Izibor,0,0,0,0,0,1,0,0,0,0
4941,Kathryn Williams,0,0,0,0,1,1,0,0,0,0
4942,Anna Calvi,0,0,1,0,1,1,0,0,0,0
4943,Deee-Lite,0,1,0,1,0,0,0,1,0,0
4944,Superdrag,0,0,0,0,0,0,0,0,1,0
4945,Love,1,1,0,0,0,0,0,0,0,1
4946,Walter Meego,0,0,0,1,0,0,0,0,0,0
4947,Natalie Portman's Shaved Head,0,1,0,1,1,0,0,1,0,0
4948,Bag Raiders,0,0,0,1,0,0,0,1,0,0
4949,Shitdisco,0,0,0,1,1,0,0,0,0,0
4950,Rex the Dog,0,0,0,0,0,0,0,1,0,0
4951,Platinum Blonde,0,1,0,0,0,0,1,0,0,0
4952,Tony Bennett,0,1,0,0,0,0,0,0,0,0
4953,Go,1,0,0,0,1,0,0,0,0,0
4954,Zabili Mi Żółwia,1,0,0,0,0,0,0,0,0,0
4955,Ilan Eshkeri,0,0,0,0,1,0,0,0,0,0
4956,Cybo,0,0,0,1,0,0,0,0,0,0
4957,Sic Alps,1,0,0,0,0,0,0,0,0,0
4958,Infectious Grooves,1,0,1,0,0,0,0,0,0,0
4959,Cheyenne Kimball,1,0,0,0,0,1,0,0,0,0
4960,Dr. Dog,1,0,1,0,1,0,0,0,0,0
4961,Ray Davies,0,0,0,0,0,0,0,0,0,1
4962,Divlje Jagode,1,0,0,0,0,0,0,0,0,0
4963,Smak,0,0,0,0,0,0,0,0,0,1
4964,Spoons,0,0,0,0,0,0,1,1,0,0
4965,Chalk Circle,0,0,0,0,0,0,1,0,0,0
4966,Honeybird & the Birdies,0,0,0,0,1,0,0,0,0,0
4967,Scott Matthews,0,1,0,0,0,0,0,0,0,0
4968,Blue Cheer,0,0,0,0,0,0,0,0,0,1
4969,Saga,1,0,0,0,0,0,1,0,0,0
4970,Alaska In Winter,0,0,0,1,0,0,0,0,0,0
4971,Sea Wolf,1,1,1,0,1,0,0,0,0,0
4972,The Alarm,1,0,0,0,0,0,1,0,0,0
4973,Любэ,1,0,0,0,0,0,0,0,0,0
4974,Kirsty MacColl,0,0,0,0,0,1,1,0,0,0
4975,Gowan,0,0,0,0,0,0,1,0,0,0
4976,Glass Tiger,0,0,0,0,0,0,0,0,0,1
4977,Geneva Jacuzzi,0,0,0,0,0,1,0,0,0,0
4978,Jane Birkin,0,0,0,0,0,1,0,0,0,0
4979,John Maus,0,0,0,1,0,0,0,0,0,0
4980,Marlene Dietrich,0,0,0,0,0,1,0,0,0,0
4981,Lio,0,0,0,0,0,0,1,0,0,0
4982,Marianne Faithfull,1,1,0,0,0,1,0,0,0,1
4983,Thieves Like Us,0,0,0,1,1,0,0,1,0,0
4984,Modern Witch,0,0,0,1,0,0,0,0,0,0
4985,The Motels,0,0,0,0,0,1,1,0,0,0
4986,Apartment 26,0,0,0,0,0,0,0,0,1,0
4987,e-gens,0,1,1,1,0,0,0,1,0,0
4988,Electro Spectre,0,0,1,1,0,0,0,0,0,0
4989,Analog Angel,0,0,0,1,0,0,0,0,0,0
4990,B! Machine,0,0,1,1,0,0,0,0,0,0
4991,Jens Bader,0,0,1,1,0,0,0,0,0,0
4992,Ien Oblique,0,0,1,1,0,0,0,1,0,0
4993,Zartbitter 16,0,0,0,1,0,0,0,0,0,0
4994,KAJ,0,0,1,1,0,0,0,0,0,0
4995,Simulator,0,0,1,1,0,0,0,0,0,0
4996,depressive minds,0,0,0,1,0,0,0,0,0,0
4997,The High-Dolls,0,1,1,1,0,0,0,1,0,0
4998,Halovox,0,0,0,1,0,0,0,1,0,0
4999,Raindancer,0,0,0,1,0,0,0,0,0,0
5000,TheTrees,1,0,1,0,1,0,0,0,0,0
5001,Carved Souls,0,0,1,1,0,0,0,0,0,0
5002,Modern Thieves,1,0,1,0,1,0,0,0,0,0
5003,Low Technicians,0,0,1,1,0,0,0,0,0,0
5004,Stargraph,0,0,0,1,0,0,0,0,0,0
5005,Double Thumb,0,0,0,1,0,1,0,0,0,0
5006,The Letter Black,1,0,1,0,0,1,0,0,1,0
5007,Éowyn,1,0,0,0,0,0,0,0,0,0
5008,Joan as Police Woman,0,0,0,0,1,0,0,0,0,0
5009,Smoosh,0,0,0,0,1,1,0,0,0,0
5010,Phildel,0,1,1,0,0,1,0,0,0,0
5011,The Lillingtons,0,0,0,0,0,0,0,0,1,0
5012,Castevet,0,0,0,0,1,0,0,0,0,0
5013,A1,0,1,0,0,0,0,0,0,0,0
5014,Wallis Bird,0,0,0,0,0,1,0,0,0,0
5015,Willy DeVille,1,0,0,0,0,0,1,0,0,0
5016,Koko Taylor,0,0,0,0,0,1,0,0,0,0
5017,Popa Chubby,1,0,0,0,0,0,0,0,0,0
5018,Kumm,0,0,0,0,0,0,0,0,1,0
5019,Cargo,1,0,0,0,0,0,0,0,0,0
5020,Vaya Con Dios,0,0,0,0,0,1,0,0,0,0
5021,Dead Meadow,1,0,1,0,1,0,0,0,0,0
5022,Pterodata,0,0,0,1,0,0,0,0,0,0
5023,Cybophonia,0,0,0,1,0,0,0,0,0,0
5024,Erik Truffaz,0,0,0,1,0,0,0,0,0,0
5025,Astral Projection,0,0,0,1,0,0,0,1,0,0
5026,Pink Turns Blue,0,0,0,1,0,0,1,0,0,0
5027,Paola & Chiara,0,1,0,1,0,1,0,1,0,0
5028,Chiara Iezzi,0,1,0,0,0,0,0,1,0,0
5029,Dual Sessions,0,0,0,1,0,0,0,0,0,0
5030,Bodies Without Organs,0,0,0,1,0,0,0,1,0,0
5031,Thomas Anders,0,0,0,0,0,0,1,1,0,0
5032,Гости из Будущего,0,1,0,0,0,0,0,0,0,0
5033,Борис Апрель,0,1,1,0,0,0,0,0,0,0
5034,Ysa Ferrer,0,1,0,1,0,1,0,1,0,0
5035,Christophe Willem,0,1,0,0,0,0,0,1,0,0
5036,Mark Medlock,0,1,0,0,0,0,0,0,0,0
5037,Common Rotation,0,0,0,0,1,0,0,0,0,0
5038,Mediæval Bæbes,0,0,0,0,0,1,0,0,0,0
5039,Blue Man Group,1,0,1,1,0,0,0,0,0,0
5040,Steve Aoki,0,0,0,1,0,0,0,1,0,0
5041,Juana Molina,0,0,0,0,1,0,0,0,0,0
5042,Bitter:Sweet,0,0,1,1,0,1,0,0,0,0
5043,Madita,0,0,0,0,0,1,0,0,0,0
5044,Louis XIV,1,0,1,0,1,0,0,0,1,0
5045,Cairokee,1,0,0,0,0,0,0,0,0,0
5046,Dolly,0,0,0,0,0,0,0,0,1,0
5047,Neurotic Outsiders,1,0,0,0,0,0,0,0,0,0
5048,Billy Bragg,0,0,1,0,0,0,0,0,0,0
5049,The Lucksmiths,0,1,0,0,1,0,0,0,0,0
5050,The Housemartins,0,0,0,0,1,0,1,0,0,0
5051,R.O. Manse,0,1,0,1,0,0,1,0,0,0
5052,Josef K,0,0,0,0,0,0,1,0,0,0
5053,After The Sirens,1,0,0,0,1,0,0,0,0,0
5054,Dead Poetic,1,0,0,0,0,0,0,0,0,0
5055,LostAlone,1,0,0,0,0,0,0,0,1,0
5056,Пелагея,0,0,0,0,0,1,0,0,0,0
5057,Sissel Kyrkjebø,0,1,0,0,0,0,0,0,0,0
5058,India.Arie,0,0,0,0,0,1,0,0,0,0
5059,Die Form,0,0,0,1,0,1,0,0,0,0
5060,Chris Whitley,1,0,1,0,0,0,0,0,0,0
5061,Juluka,0,0,0,0,0,0,1,0,0,0
5062,Dynamix II,0,0,0,1,0,0,0,0,0,0
5063,Chipmunk,0,1,0,0,0,0,0,0,0,0
5064,Nickel Creek,0,0,0,0,0,1,0,0,0,0
5065,Farewell,0,0,0,0,0,0,0,0,1,0
5066,Murat Esmer,0,0,0,1,1,0,0,0,0,0
5067,Nileppez,1,0,0,1,0,0,0,0,0,0
5068,Sophiatonic,1,0,0,0,0,0,0,0,0,0
5069,Gökhan Kırdar,0,0,0,1,0,0,0,0,0,0
5070,The Rorschach Audio,0,0,0,1,0,0,0,1,0,0
5071,Kurban,0,0,0,0,0,0,0,0,1,0
5072,Maritime,0,0,1,0,1,0,0,0,0,0
5073,Whiskeytown,1,0,0,0,0,0,0,0,0,0
5074,Reggie and the Full Effect,1,0,1,0,0,0,0,0,0,0
5075,Sparta,0,0,0,0,1,0,0,0,1,0
5076,Hey Mercedes,0,0,0,0,0,0,0,0,1,0
5077,Further Seems Forever,0,0,1,0,0,0,0,0,1,0
5078,Trio,0,0,0,0,0,0,1,0,0,0
5079,Concrete Blonde,1,0,1,0,0,1,1,0,1,0
5080,Her Space Holiday,0,0,0,1,1,0,0,0,0,0
5081,Nina Sky,0,0,1,0,0,0,0,1,0,0
5082,Drew Seeley,0,1,0,0,0,0,0,0,0,0
5083,Anthony Callea,0,1,0,0,0,0,0,0,0,0
5084,The Lightning Seeds,1,1,1,0,1,0,1,0,0,0
5085,Tristan Feldbauer,0,0,0,1,0,0,0,0,0,0
5086,ConeCrewDiretoria,0,1,0,0,1,0,0,0,0,0
5087,Catatonia,0,0,1,0,1,1,0,0,0,0
5088,Permanent Me,0,0,0,0,0,0,0,0,1,0
5089,Adler's Appetite,0,0,0,0,0,0,1,0,0,0
5090,Izzy Stradlin and the Ju Ju Hounds,1,0,0,0,0,0,0,0,0,0
5091,Lisa Ekdahl,0,1,0,0,0,1,0,0,0,0
5092,The Left Banke,0,1,0,0,0,0,0,0,0,0
5093,Los Bunkers,0,1,0,0,0,0,0,0,1,0
5094,John Entwistle,0,0,0,0,0,0,0,0,0,1
5095,Lulu,0,1,0,0,0,1,0,0,0,0
5096,The High Numbers,0,0,0,0,0,0,0,0,0,1
5097,Headlights,0,0,0,0,0,0,0,0,1,0
5098,Warren Zevon,1,0,1,0,0,0,1,0,0,1
5099,Colin Hay,0,0,0,0,1,0,0,0,0,0
5100,Dikta,1,0,0,0,0,0,0,0,0,0
5101,Devics,0,0,0,0,0,1,0,0,0,0
5102,Fire On Dawson,1,0,0,0,0,0,0,0,1,1
5103,Indukti,0,0,1,0,0,0,0,0,0,0
5104,Meg & Dia,1,1,1,0,1,1,0,0,0,0
5105,Benga,0,0,0,1,0,0,0,1,0,0
5106,Cylob,0,0,0,1,0,0,0,0,0,0
5107,Maps And Diagrams,0,0,0,1,0,0,0,0,0,0
5108,Piana,0,0,0,1,0,0,0,0,0,0
5109,Thurston Moore,0,0,1,0,1,0,0,0,0,0
5110,Carrie,0,1,0,1,1,0,0,0,0,0
5111,Porter,0,0,0,0,1,0,0,0,0,0
5112,Monocordio,1,0,0,0,0,0,0,0,0,0
5113,Adorable,1,0,0,0,1,0,0,0,0,0
5114,Joseph Arthur,0,1,1,0,1,0,0,0,0,0
5115,Jeremy Fisher,0,0,1,0,0,0,0,0,0,0
5116,Mano Negra,0,0,1,0,0,0,0,0,0,0
5117,Daniel Lanois,0,0,1,0,0,0,0,0,0,0
5118,Heather Nova,0,1,0,0,0,1,0,0,0,0
5119,Francesca Reggio and Blue Shift,1,1,0,0,1,1,0,0,0,0
5120,Leona Naess,0,0,1,0,1,1,0,0,0,0
5121,The Trews,1,0,0,0,1,0,0,0,1,0
5122,Inara George,0,0,0,0,1,0,0,0,0,0
5123,Wonkavision,0,0,1,0,1,0,0,0,0,0
5124,Paula Lima,0,0,0,1,0,1,0,0,0,0
5125,Meaghan Martin,0,1,0,0,0,0,0,0,0,0
5126,White Rabbits,1,0,1,0,1,0,0,0,0,0
5127,Amelia Brightman,0,1,0,0,0,0,0,0,0,0
5128,Vitamin C,0,1,0,0,0,1,0,1,0,0
5129,The Beautiful Girls,0,0,0,0,1,0,0,0,0,0
5130,Mojave 3,0,0,0,0,1,0,0,0,0,0
5131,Mariana Rios,0,1,0,0,0,0,0,0,0,0
5132,Johnossi,1,0,1,0,1,0,0,0,0,0
5133,Knob,0,0,0,0,0,1,0,0,0,0
5134,Los Natas,1,0,0,0,0,0,0,0,0,0
5135,Pigface,0,0,0,1,0,0,0,0,0,0
5136,Grinderman,1,0,0,0,0,0,0,0,0,0
5137,Gary Revel,0,0,1,0,0,0,0,0,0,0
5138,Claude VonStroke,0,0,0,1,0,0,0,1,0,0
5139,Heartless Bastards,1,0,0,0,0,1,0,0,0,0
5140,Billie the Vision & The Dancers,0,1,0,0,1,0,0,0,0,0
5141,Tom McRae,0,0,0,0,1,0,0,0,0,0
5142,The Locomotives,1,0,0,0,0,0,0,0,0,0
5143,Rock Kills Kid,0,0,1,0,0,0,0,0,1,0
5144,Steriogram,1,0,0,0,0,0,0,0,0,0
5145,Living Things,1,0,1,0,0,0,0,0,0,0
5146,Kattoo,0,0,0,1,0,0,0,0,0,0
5147,Chumbawamba,0,1,1,0,0,0,0,0,0,0
5148,Carter the Unstoppable Sex Machine,0,0,0,0,1,0,0,0,1,0
5149,Tindersticks,0,1,1,0,1,0,0,0,1,0
5150,Ned's Atomic Dustbin,0,0,1,0,1,0,0,0,0,0
5151,Real Life,0,1,1,1,0,0,1,0,0,0
5152,Timbuk 3,1,0,0,0,0,0,0,0,0,0
5153,The Glitch Mob,0,0,0,1,0,0,0,0,0,0
5154,Fatback Band,1,0,0,0,0,0,0,0,0,0
5155,Plastilina Mosh,0,0,0,1,0,0,0,0,0,0
5156,Mexican Institute of Sound,0,0,0,1,0,0,0,0,0,0
5157,Júpiter Maçã,0,0,0,0,0,0,0,0,1,0
5158,Marcos Valle,0,0,0,1,0,1,0,0,0,0
5159,Zazu,0,1,0,0,0,0,0,1,0,0
5160,Dyego,0,1,0,0,0,0,0,0,0,0
5161,Iron Jesus,0,0,0,1,0,0,0,0,0,0
5162,Raymond Scott,0,0,0,1,0,0,0,0,0,0
5163,Dj.M,0,0,0,1,0,0,0,0,0,0
5164,fun.,1,1,0,0,0,0,0,0,0,0
5165,Dispatch,0,1,0,0,0,0,0,0,0,0
5166,Steve Angello,0,0,0,0,0,0,0,1,0,0
5167,Hasan Tayyar,0,0,0,1,0,0,0,0,0,0
5168,Yezda Urfa,0,0,0,0,0,0,0,0,0,1
5169,Richard Wright,0,0,0,0,0,0,0,0,0,1
5170,Bitch Alert,0,0,0,0,0,1,0,0,0,0
5171,Velcra,0,0,0,0,0,1,0,0,0,0
5172,Jose Vanders,0,1,0,0,1,0,0,0,0,0
5173,Heartscore,1,0,0,0,0,0,0,0,0,0
5174,Goot,0,0,0,0,0,0,0,0,1,0
5175,Jimmy Robbins,0,1,0,0,0,0,0,0,0,0
5176,athas,0,0,0,0,0,0,0,1,0,0
5177,Screamin' Jay Hawkins,1,0,0,0,0,0,0,0,0,0
5178,Hot Tuna,1,0,0,0,0,0,0,0,0,1
5179,Matthew West,0,0,0,0,0,0,0,0,1,0
5180,Meredith Andrews,0,0,0,0,0,1,0,0,0,0
5181,The Tragically Hip,1,0,1,0,0,0,0,0,0,0
5182,BC Jean,0,1,0,0,0,1,0,0,0,0
5183,HenriK Félix,0,1,0,0,0,0,0,0,0,0
5184,Herr M.,1,0,1,0,1,1,0,1,1,0
5185,Fleischschirm,1,0,1,0,0,0,0,0,1,0
5186,Nina Persson,0,0,0,0,0,1,0,0,0,0
5187,Hellyeah,1,0,0,0,0,0,0,0,0,0
5188,Horse Feathers,0,0,0,0,1,0,0,0,0,0
5189,The Hillbilly Moon Explosion,0,0,0,0,0,1,0,0,0,0
5190,Yma Sumac,0,0,0,0,0,1,0,0,0,0
5191,Akron/Family,0,0,0,0,1,0,0,0,0,0
5192,Lost Cherrees,0,0,0,0,0,0,1,0,0,0
5193,Poison Girls,0,0,0,0,0,0,1,0,0,0
5194,Flux of Pink Indians,0,0,0,0,0,0,1,0,0,0
5195,Zounds,0,0,0,0,0,0,1,0,0,0
5196,Mortal Love,1,0,0,0,0,1,0,0,0,0
5197,Арчер,1,0,0,1,0,1,0,0,0,1
5198,Веня Д'ркин,1,0,0,0,0,0,0,0,0,0
5199,Wolfgang Parker,1,0,0,0,0,0,0,0,0,0
5200,Дочь Монро и Кеннеди,1,0,0,0,0,1,0,0,0,0
5201,Александр О'Шеннон,1,0,0,0,0,0,0,0,0,0
5202,Soledad Brothers,1,0,0,0,0,0,0,0,0,0
5203,Uncle Kracker,0,0,1,0,0,0,0,0,0,0
5204,The Bear Quartet,0,0,0,0,1,0,0,0,0,0
5205,Gangsta Boo,0,0,0,0,0,1,0,0,0,0
5206,Paddington DC,0,0,0,1,0,0,0,0,0,0
5207,Tender Forever,0,0,0,0,1,1,0,0,0,0
5208,Dinah Washington,0,0,0,0,0,1,0,0,0,0
5209,Persephone's Bees,0,0,0,1,1,0,0,0,0,0
5210,The Damned Things,1,0,0,0,0,0,0,0,0,0
5211,The Cast of Cheers,0,0,1,0,0,0,0,0,0,0
5212,Sleeping at Last,1,0,1,0,1,0,0,0,1,0
5213,Brooke Fraser,0,1,0,0,0,0,0,0,0,0
5214,Derek Webb,0,0,1,1,0,0,0,0,0,0
5215,VINILOVERSUS,1,0,0,0,1,0,0,0,1,0
5216,Don Davis,0,0,0,1,0,0,0,0,0,0
5217,Стук бамбука в 11 часов,0,0,0,1,0,0,0,0,0,0
5218,Good Old War,0,0,0,0,1,0,0,0,0,0
5219,As Cities Burn,0,0,0,0,1,0,0,0,1,0
5220,Comets on Fire,1,0,0,0,0,0,0,0,0,0
5221,Young Galaxy,0,0,0,0,1,0,0,0,0,0
5222,Husky Rescue,0,0,1,1,1,1,0,0,0,0
5223,Doom,0,0,0,0,0,0,1,0,0,0
5224,Mars Or The Moon,0,0,0,0,1,0,0,0,0,0
5225,Frente!,0,0,0,0,1,1,0,0,1,0
5226,M2M,0,1,0,0,0,1,0,1,0,0
5227,Michael Learns to Rock,1,0,0,0,0,0,0,0,0,0
5228,Gripin,1,0,0,0,0,0,0,0,0,0
5229,Feridun Düzağaç,0,0,1,0,0,0,0,0,0,0
5230,Özlem Tekİn,0,0,0,0,0,0,0,0,1,0
5231,Gary Go,0,0,1,0,1,0,0,0,0,0
5232,Andrew Belle,0,1,0,0,0,0,0,0,0,0
5233,Tan Bionica,1,0,1,0,0,0,0,0,0,0
5234,Acordes Seletos,1,0,0,0,0,0,0,0,0,0
5235,Versant,0,0,0,1,0,0,0,0,0,0
5236,Rockz,0,0,0,0,1,0,0,0,1,0
5237,SEXYDEATH,0,0,0,1,0,0,0,0,0,0
5238,Razed in Black,0,0,0,1,0,0,0,0,0,0
5239,Red Cell,0,0,0,1,0,0,0,0,0,0
5240,Din [A] Tod,0,0,0,1,0,0,0,0,0,0
5241,Blank,0,0,0,1,0,0,0,0,0,0
5242,Children Within,0,0,0,1,0,0,0,0,0,0
5243,The Soft Pink Truth,0,0,0,1,0,0,0,0,0,0
5244,YACHT,0,0,0,1,0,0,0,0,0,0
5245,Cee-Lo,0,1,0,0,0,0,0,0,0,0
5246,Unwound,0,0,1,0,0,0,0,0,0,0
5247,Domain,0,0,0,0,0,0,1,0,0,0
5248,Sister Hazel,1,0,1,0,0,0,0,0,1,0
5249,Eve 6,1,0,1,0,0,0,0,0,1,0
5250,Sailor Moon,0,1,0,0,0,1,0,0,0,1
5251,Edwin McCain,1,1,1,0,0,0,0,0,0,0
5252,Papas da Língua,0,0,1,0,0,0,0,0,0,0
5253,Chris Squire,0,0,0,0,0,0,0,0,0,1
5254,The Fireman,0,0,1,1,0,0,0,0,0,0
5255,This Et Al,0,0,1,0,1,0,0,0,0,0
5256,That Fucking Tank,1,0,0,0,0,0,0,0,0,0
5257,Dinosaur Pile-Up,1,0,1,0,1,0,0,0,0,0
5258,Orson,1,1,1,0,1,0,0,0,0,0
5259,Chad VanGaalen,0,0,0,0,1,0,0,0,0,0
5260,Normalsi,1,0,1,0,0,0,0,0,0,0
5261,13th Floor Elevators,1,0,0,0,0,0,0,0,0,0
5262,Rondò Veneziano,0,0,0,0,0,0,1,0,0,0
5263,Peppino di Capri,1,1,0,0,0,0,0,0,0,0
5264,Dan Auerbach,1,0,0,0,0,0,0,0,0,0
5265,Fun Lovin' Criminals,1,0,0,0,0,0,0,0,1,0
5266,Dying Diva,0,0,0,1,0,0,0,0,0,0
5267,Holly Golightly,0,0,0,0,1,0,0,0,0,0
5268,Ecos Falsos,1,0,1,0,1,0,0,0,1,0
5269,The Servant,1,1,1,0,1,0,0,0,0,0
5270,Brian Tyler,0,0,0,1,0,0,0,0,0,0
5271,Greg Dulli,0,0,1,0,1,0,0,0,0,0
5272,Spacehog,0,0,1,0,0,0,0,0,0,0
5273,Everlast Life,0,0,1,0,1,0,0,0,0,0
5274,Hillbilly Hellcats,1,0,0,0,0,0,0,0,0,0
5275,Dwight Yoakam,0,0,0,0,0,0,1,0,0,0
5276,Deborah Blando,0,1,0,0,0,1,0,0,0,0
5277,Steps,0,1,0,1,0,1,0,1,0,0
5278,Demis Roussos,0,1,0,0,0,0,0,0,0,0
5279,Emilia,0,0,0,0,0,1,0,0,0,0
5280,Rialto,0,0,0,0,1,0,0,0,0,0
5281,Elvira Nikolaisen,1,1,0,0,0,1,0,0,0,0
5282,Melody Club,0,1,0,0,0,0,0,0,0,0
5283,Datura,0,1,0,0,0,1,0,1,0,0
5284,Babylon Zoo,1,1,1,1,1,0,0,1,0,0
5285,Susanne Sundfør,0,0,0,0,0,1,0,0,0,0
5286,Liliana Felipe,0,0,0,0,1,1,0,0,0,0
5287,La Academia 4,0,1,0,0,0,0,0,0,0,0
5288,The Bluetones,1,1,1,0,1,0,0,0,0,0
5289,Cristina Perales,0,0,0,0,0,1,0,0,0,0
5290,French Teen Idol,0,0,0,1,0,0,0,0,0,0
5291,O Jardim das Horas,0,0,1,0,0,0,0,0,0,0
5292,Adriana,0,0,0,0,0,1,0,0,0,0
5293,Flávio Venturini,1,0,0,0,0,0,0,0,0,1
5294,Banda Calypso,0,0,0,0,1,0,0,0,0,0
5295,Marina Elali,0,1,0,0,0,1,0,1,0,0
5296,Metal Milícia,1,0,0,0,0,0,0,0,0,0
5297,Tianastácia,1,0,0,0,0,0,0,0,0,0
5298,Best Interest,0,0,1,0,0,0,0,0,0,0
5299,タッキー＆翼,0,1,0,0,0,0,0,0,0,0
5300,滝沢秀明,0,1,0,0,0,0,0,0,0,0
5301,羅志祥,0,1,0,0,0,0,0,0,0,0
5302,今井翼,0,1,0,0,0,0,0,0,0,0
5303,Karen Elson,0,0,1,0,1,1,0,0,0,0
5304,Katy Hudson,0,1,0,0,0,0,0,0,0,0
5305,Hidden in Plain View,0,0,1,0,1,0,0,0,1,0
5306,Polaroid,0,0,1,0,1,0,0,0,0,0
5307,Pathway to Providence,0,0,1,0,0,0,0,0,0,0
5308,Camp,0,0,0,1,0,0,0,0,0,0
5309,Alana Grace,0,0,1,0,0,0,0,0,0,0
5310,Lipstick,1,0,0,1,0,1,0,0,0,0
5311,Ane Brun,0,0,0,0,0,1,0,0,0,0
5312,black room,0,0,1,1,1,0,0,0,0,0
5313,David Usher,1,1,1,0,1,0,0,0,0,0
5314,The National Bank,0,1,1,0,1,0,0,0,0,0
5315,Kate Havnevik,0,0,1,1,0,1,0,0,0,0
5316,Apparatjik,0,0,0,1,0,0,0,0,0,0
5317,SoKo,0,1,0,0,1,1,0,0,0,0
5318,Brazzaville,1,0,0,0,1,0,0,0,0,0
5319,Lhasa,0,0,0,0,0,1,0,0,0,0
5320,Stuart A. Staples,0,0,0,0,1,0,0,0,0,0
5321,The Midnight Beast,0,0,0,1,0,0,0,0,0,0
5322,Glass and Glue,1,0,0,0,0,0,0,0,0,0
5323,G.A.N. 665+1,0,0,0,1,0,0,0,0,0,0
5324,Washed Out,0,0,0,1,0,0,0,0,0,0
5325,The Hidden Cameras,0,0,0,0,1,0,0,0,0,0
5326,Karlheinz Stockhausen,0,0,0,1,0,0,0,0,0,0
5327,Felix Kubin,0,0,0,1,0,0,0,0,0,0
5328,Luc Ferrari,0,0,0,1,0,0,0,0,0,0
5329,Erlend Øye,0,0,0,1,1,0,0,0,0,0
5330,David Byrne,1,0,0,0,0,0,0,0,0,0
5331,Northern Lite,0,0,0,1,0,0,0,0,0,0
5332,Balam Acab,0,0,0,1,0,0,0,0,0,0
5333,Shivaree,1,1,1,0,1,1,0,0,1,0
5334,Skafandr,0,0,1,0,0,0,0,0,0,0
5335,Terranova,0,0,0,1,0,0,0,0,0,0
5336,(hed) Planet Earth,1,0,0,0,0,0,0,0,0,0
5337,The Devils,0,1,0,1,0,0,0,0,0,0
5338,BulletProof Messenger,1,0,0,0,1,0,0,0,0,0
5339,Angtoria,0,0,0,0,0,1,0,0,0,0
5340,Farin Urlaub,1,0,0,0,0,0,0,0,0,0
5341,Yann Tiersen & Shannon Wright,0,0,1,0,1,1,0,0,0,0
5342,Kollektiv Turmstrasse,0,0,0,1,0,0,0,0,0,0
5343,Extrawelt,0,0,0,0,0,0,0,1,0,0
5344,Megapuss,0,0,0,0,1,0,0,0,0,0
5345,Cee Lo Green,0,1,0,0,1,0,0,0,0,0
5346,Dominik Eulberg,0,0,0,1,0,0,0,0,0,0
5347,Stephan Bodzin,0,0,0,1,0,0,0,0,0,0
5348,Paul Ritch,0,0,0,1,0,0,0,0,0,0
5349,klakast,0,0,0,1,0,0,0,0,0,0
5350,Richie Hawtin,0,0,0,1,0,0,0,0,0,0
5351,Sascha Funke,0,0,0,1,0,0,0,0,0,0
5352,Mathew Jonson,0,0,0,1,0,0,0,0,0,0
5353,Dusty Kid,0,0,0,1,0,0,0,0,0,0
5354,Oliver Koletzki,0,0,0,1,0,0,0,0,0,0
5355,KT Wanderlust,0,0,0,0,0,0,0,1,0,0
5356,Hazel Nuts Chocolate,0,0,0,1,0,0,0,0,0,0
5357,Donots,0,0,1,0,0,0,0,0,1,0
5358,Karpatenhund,0,0,0,0,1,0,0,0,0,0
5359,Berri Txarrak,1,0,0,0,0,0,0,0,0,0
5360,Atari Teenage Riot,0,0,0,1,0,1,0,0,0,0
5361,Elias and The Wizzkids,0,0,1,0,0,0,0,0,0,0
5362,Hello Saferide,1,1,1,0,1,1,0,0,0,0
5363,!!!,0,0,1,1,1,0,0,0,0,0
5364,Vanishing Point,0,0,0,0,0,0,1,0,0,0
5365,Old Time Radio,0,0,1,0,0,0,0,0,0,0
5366,Honey,0,1,0,0,0,1,0,1,0,0
5367,Ania Wyszkoni,0,1,0,0,0,0,0,0,0,0
5368,Tim Berg,0,0,0,0,0,0,0,1,0,0
5369,Prawe Skrzydło,1,0,0,0,0,0,0,0,0,0
5370,John Waite,1,0,0,0,0,0,1,0,0,0
5371,El Gran Silencio,1,0,0,0,0,0,0,0,1,0
5372,Sugar Ray,1,0,0,0,0,0,0,0,1,0
5373,Film School,0,0,0,0,1,0,0,0,0,0
5374,Skywave,0,0,0,0,0,0,1,0,0,0
5375,Air Formation,0,0,1,0,1,0,0,0,0,0
5376,Highspire,0,0,0,0,1,0,0,0,0,0
5377,Pia Fraus,0,0,0,0,0,1,0,0,0,0
5378,Secret Shine,0,0,0,0,1,0,0,0,0,0
5379,Portecho,0,0,0,1,0,0,0,0,0,0
5380,Osanna,0,0,0,0,0,0,0,0,0,1
5381,Il Rovescio della Medaglia,0,0,0,0,0,0,0,0,0,1
5382,Bacamarte,0,0,0,0,0,0,1,0,0,0
5383,Curved Air,1,0,0,0,0,1,0,0,0,1
5384,Renaissance,0,0,0,0,0,0,0,0,0,1
5385,Die Art,0,0,1,0,0,0,0,0,0,0
5386,Bobo in White Wooden Houses,0,1,0,0,1,0,0,0,0,0
5387,Jimmy Buffett,1,0,0,0,0,0,1,0,0,0
5388,Trash80,0,0,0,1,0,0,0,0,0,0
5389,"Crosby, Stills & Nash",0,0,0,0,0,0,0,0,0,1
5390,Bruce Hornsby,0,0,0,0,0,0,1,0,0,0
5391,Hybrid,0,0,0,1,0,1,0,1,0,0
5392,Joan Osborne,1,0,1,0,0,1,0,0,0,0
5393,Fear Before the March of Flames,0,0,1,0,0,0,0,0,0,0
