,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
13059,Steeleye Span,0,0,0,0,0,0,0,0,0,0
13060,The Left Banke,0,1,0,0,0,0,0,0,0,0
13061,Porta,0,0,0,0,0,0,0,0,0,0
13062,Camilo Sesto,0,0,0,0,0,0,0,0,0,0
13063,María Daniela y su Sonido Lasser,0,0,0,0,0,0,0,0,0,0
13064,Los Bunkers,0,1,0,0,0,0,0,0,1,0
13065,Konami,0,0,0,0,0,0,0,0,0,0
13066,Bob Seger & the Silver Bullet Band,0,0,0,0,0,0,0,0,0,0
13067,Debbie Davies,0,0,0,0,0,0,0,0,0,0
13068,John Entwistle,0,0,0,0,0,0,0,0,0,1
13069,Lulu,0,1,0,0,0,1,0,0,0,0
13070,The High Numbers,0,0,0,0,0,0,0,0,0,1
13071,Headlights,0,0,0,0,0,0,0,0,1,0
13072,Loma Prieta,0,0,0,0,0,0,0,0,0,0
13073,His Hero Is Gone,0,0,0,0,0,0,0,0,0,0
13074,Austin Lucas,0,0,0,0,0,0,0,0,0,0
13075,Reversal of Man,0,0,0,0,0,0,0,0,0,0
13076,Merchandise,0,0,0,0,0,0,0,0,0,0
13077,Integrity,0,0,0,0,0,0,0,0,0,0
13078,Tim Barry,0,0,0,0,0,0,0,0,0,0
13079,Funeral Diner,0,0,0,0,0,0,0,0,0,0
13080,Transistor Transistor,0,0,0,0,0,0,0,0,0,0
13081,Dolarhyde,0,0,0,0,0,0,0,0,0,0
13082,Warren Zevon,1,0,1,0,0,0,1,0,0,1
13083,Assück,0,0,0,0,0,0,0,0,0,0
13084,Small Brown Bike,0,0,0,0,0,0,0,0,0,0
13085,Colin Hay,0,0,0,0,1,0,0,0,0,0
13086,Les Paul,0,0,0,0,0,0,0,0,0,0
13087,Government Warning,0,0,0,0,0,0,0,0,0,0
13088,Hatred Surge,0,0,0,0,0,0,0,0,0,0
13089,Socially Retarded,0,0,0,0,0,0,0,0,0,0
13090,Raein,0,0,0,0,0,0,0,0,0,0
13091,Blessure Grave,0,0,0,0,0,0,0,0,0,0
13092,Battle Of Wolf 359,0,0,0,0,0,0,0,0,0,0
13093,Dikta,1,0,0,0,0,0,0,0,0,0
13094,Devics,0,0,0,0,0,1,0,0,0,0
13095,Gavin Friday,0,0,0,0,0,0,0,0,0,0
13096,Futon,0,0,0,0,0,0,0,0,0,0
13097,Johnny Marr + the Healers,0,0,0,0,0,0,0,0,0,0
13098,Fire On Dawson,1,0,0,0,0,0,0,0,1,1
13099,Indukti,0,0,1,0,0,0,0,0,0,0
13100,The-Dream f. Kanye West,0,0,0,0,0,0,0,0,0,0
13101,Sleepy Rebels,0,0,0,0,0,0,0,0,0,0
13102,Jamie Foxx feat. Kanye West and The-Dream,0,0,0,0,0,0,0,0,0,0
13103,Ya Boy,0,0,0,0,0,0,0,0,0,0
13104,LMNTL Feat Angell Mclusky,0,0,0,0,0,0,0,0,0,0
13105,Jeremiah,0,0,0,0,0,0,0,0,0,0
13106,Meg & Dia,1,1,1,0,1,1,0,0,0,0
13107,Benga,0,0,0,1,0,0,0,1,0,0
13108,Another Electronic Musician,0,0,0,0,0,0,0,0,0,0
13109,VANILLA BEANS,0,0,0,0,0,0,0,0,0,0
13110,Boc Scadet,0,0,0,0,0,0,0,0,0,0
13111,Cylob,0,0,0,1,0,0,0,0,0,0
13112,Benn Jordan,0,0,0,0,0,0,0,0,0,0
13113,Guther,0,0,0,0,0,0,0,0,0,0
13114,Human Action Network,0,0,0,0,0,0,0,0,0,0
13115,Maps And Diagrams,0,0,0,1,0,0,0,0,0,0
13116,Piana,0,0,0,1,0,0,0,0,0,0
13117,Flexe,0,0,0,0,0,0,0,0,0,0
13118,o9,0,0,0,0,0,0,0,0,0,0
13119,Pictureplane,0,0,0,0,0,0,0,0,0,0
13120,French Kicks,0,0,0,0,0,0,0,0,0,0
13121,Thurston Moore,0,0,1,0,1,0,0,0,0,0
13122,Triángulo De Amor Bizarro,0,0,0,0,0,0,0,0,0,0
13123,Los Fresones Rebeldes,0,0,0,0,0,0,0,0,0,0
13124,Carrie,0,1,0,1,1,0,0,0,0,0
13125,Porter,0,0,0,0,1,0,0,0,0,0
13126,Silvio Rodríguez,0,0,0,0,0,0,0,0,0,0
13127,Monocordio,1,0,0,0,0,0,0,0,0,0
13128,Alcian Blue,0,0,0,0,0,0,0,0,0,0
13129,Adorable,1,0,0,0,1,0,0,0,0,0
13130,Malsain,0,0,0,0,0,0,0,0,0,0
13131,Iperyt,0,0,0,0,0,0,0,0,0,0
13132,Imperial Crystalline Entombment,0,0,0,0,0,0,0,0,0,0
13133,Gehenna,0,0,0,0,0,0,0,0,0,0
13134,Moëvöt,0,0,0,0,0,0,0,0,0,0
13135,Old Man's Child,0,0,0,0,0,0,0,0,0,0
13136,Celestia,0,0,0,0,0,0,0,0,0,0
13137,Final Sacrifice,0,0,0,0,0,0,0,0,0,0
13138,Scars of Life,0,0,0,0,0,0,0,0,0,0
13139,Kayzen,0,0,0,0,0,0,0,0,0,0
13140,Disgorge,0,0,0,0,0,0,0,0,0,0
13141,Necros Christos,0,0,0,0,0,0,0,0,0,0
13142,Ljå,0,0,0,0,0,0,0,0,0,0
13143,GrimSkunk,0,0,0,0,0,0,0,0,0,0
13144,Vulgaires Machins,0,0,0,0,0,0,0,0,0,0
13145,Joseph Arthur,0,1,1,0,1,0,0,0,0,0
13146,James Murdoch,0,0,0,0,0,0,0,0,0,0
13147,Jeremy Fisher,0,0,1,0,0,0,0,0,0,0
13148,Joseph Arthur & the Lonely Astronauts,0,0,0,0,0,0,0,0,0,0
13149,Champion,0,0,0,0,0,0,0,0,0,0
13150,Anik Jean,0,0,0,0,0,0,0,0,0,0
13151,Race,0,0,0,0,0,0,0,0,0,0
13152,Xavier Caféïne,0,0,0,0,0,0,0,0,0,0
13153,Colin Moore,0,0,0,0,0,0,0,0,0,0
13154,The Gin Club,0,0,0,0,0,0,0,0,0,0
13155,The Wailin' Jennys,0,0,0,0,0,0,0,0,0,0
13156,Tagada Jones,0,0,0,0,0,0,0,0,0,0
13157,Mano Negra,0,0,1,0,0,0,0,0,0,0
13158,Jason Kent,0,0,0,0,0,0,0,0,0,0
13159,Daniel Lanois,0,0,1,0,0,0,0,0,0,0
13160,Dumas,0,0,0,0,0,0,0,0,0,0
13161,M. Pyres,0,0,0,0,0,0,0,0,0,0
13162,Lewis & Clarke,0,0,0,0,0,0,0,0,0,0
13163,Avey Tare and Panda Bear,0,0,0,0,0,0,0,0,0,0
13164,King Tut,0,0,0,0,0,0,0,0,0,0
13165,Volta Do Mar,0,0,0,0,0,0,0,0,0,0
13166,Heather Nova,0,1,0,0,0,1,0,0,0,0
13167,Francesca Reggio and Blue Shift,1,1,0,0,1,1,0,0,0,0
13168,Sarah Slean,0,0,0,0,0,0,0,0,0,0
13169,Leona Naess,0,0,1,0,1,1,0,0,0,0
13170,The Trews,1,0,0,0,1,0,0,0,1,0
13171,Inara George,0,0,0,0,1,0,0,0,0,0
13172,Ayọ,0,0,0,0,0,0,0,0,0,0
13173,Wonkavision,0,0,1,0,1,0,0,0,0,0
13174,Monique Kessous,0,0,0,0,0,0,0,0,0,0
13175,Chico Pinheiro,0,0,0,0,0,0,0,0,0,0
13176,Paula Lima,0,0,0,1,0,1,0,0,0,0
13177,Meaghan Martin,0,1,0,0,0,0,0,0,0,0
13178,Jordan Francis,0,0,0,0,0,0,0,0,0,0
13179,Aaron Doyle/Demi Lovato/Meaghan Martin,0,0,0,0,0,0,0,0,0,0
13180,Cast of Camp Rock,0,0,0,0,0,0,0,0,0,0
13181,White Rabbits,1,0,1,0,1,0,0,0,0,0
13182,João Brasil,0,0,0,0,0,0,0,0,0,0
13183,This Ending,0,0,0,0,0,0,0,0,0,0
13184,I,0,0,0,0,0,0,0,0,0,0
13185,Slumber,0,0,0,0,0,0,0,0,0,0
13186,Sore,0,0,0,0,0,0,0,0,0,0
13187,Lustral,0,0,0,0,0,0,0,0,0,0
13188,Amanda Somerville,0,0,0,0,0,0,0,0,0,0
13189,Lucy Lawless,0,0,0,0,0,0,0,0,0,0
13190,Amelia Brightman,0,1,0,0,0,0,0,0,0,0
13191,Kiske/Somerville,0,0,0,0,0,0,0,0,0,0
13192,Vitamin C,0,1,0,0,0,1,0,1,0,0
13193,Samantha Ronson,0,0,0,0,0,0,0,0,0,0
13194,The Beautiful Girls,0,0,0,0,1,0,0,0,0,0
13195,Mojave 3,0,0,0,0,1,0,0,0,0,0
13196,Eiza Gonzalez,0,0,0,0,0,0,0,0,0,0
13197,Liz Lee,0,0,0,0,0,0,0,0,0,0
13198,Stan Walker,0,0,0,0,0,0,0,0,0,0
13199,Mariana Rios,0,1,0,0,0,0,0,0,0,0
13200,PeeWee,0,0,0,0,0,0,0,0,0,0
13201,Johnossi,1,0,1,0,1,0,0,0,0,0
13202,The Reindeer Section,0,0,0,0,0,0,0,0,0,0
13203,Knob,0,0,0,0,0,1,0,0,0,0
13204,Kristin Hersh,0,0,0,0,0,0,0,0,0,0
13205,The Kleptones,0,0,0,0,0,0,0,0,0,0
13206,Los Natas,1,0,0,0,0,0,0,0,0,0
13207,Fatso Jetson,0,0,0,0,0,0,0,0,0,0
13208,Pigface,0,0,0,1,0,0,0,0,0,0
13209,Grinderman,1,0,0,0,0,0,0,0,0,0
13210,Gary Revel,0,0,1,0,0,0,0,0,0,0
13211,Koffin Kats,0,0,0,0,0,0,0,0,0,0
13212,Harris Tweed,0,0,0,0,0,0,0,0,0,0
13213,Maini Sorri,0,0,0,0,0,0,0,0,0,0
13214,Jon Schmidt,0,0,0,0,0,0,0,0,0,0
13215,The Manhattan Transfer,0,0,0,0,0,0,0,0,0,0
13216,Willie Nelson & Ray Price,0,0,0,0,0,0,0,0,0,0
13217,ＬｕＬｕ,0,0,0,0,0,0,0,0,0,0
13218,Paulina Lenda,0,0,0,0,0,0,0,0,0,0
13219,Dreamgirls (Motion Picture Soundtrack),0,0,0,0,0,0,0,0,0,0
13220,Karina,0,0,0,0,0,0,0,0,0,0
13221,Ilian Filipov,0,0,0,0,0,0,0,0,0,0
13222,Sensei & Edinaka,0,0,0,0,0,0,0,0,0,0
13223,Tommy Vee And Scumfrog,0,0,0,0,0,0,0,0,0,0
13224,Upsurt,0,0,0,0,0,0,0,0,0,0
13225,Denyo,0,0,0,0,0,0,0,0,0,0
13226,B.T.R.,0,0,0,0,0,0,0,0,0,0
13227,Dis,0,0,0,0,0,0,0,0,0,0
13228,Moth Feat. Engeline,0,0,0,0,0,0,0,0,0,0
13229,Claude VonStroke,0,0,0,1,0,0,0,1,0,0
13230,Aveniu,0,0,0,0,0,0,0,0,0,0
13231,Toni Storaro,0,0,0,0,0,0,0,0,0,0
13232,The Soundtrack of Our Lives,0,0,0,0,0,0,0,0,0,0
13233,Heartless Bastards,1,0,0,0,0,1,0,0,0,0
13234,シド,0,0,0,0,0,0,0,0,0,0
13235,ダウト,0,0,0,0,0,0,0,0,0,0
13236,Soso,0,0,0,0,0,0,0,0,0,0
13237,Mansbestfriend,0,0,0,0,0,0,0,0,0,0
13238,Noah23,0,0,0,0,0,0,0,0,0,0
13239,Pugslee Atomz,0,0,0,0,0,0,0,0,0,0
13240,Thesis Sahib,0,0,0,0,0,0,0,0,0,0
13241,Eibol,0,0,0,0,0,0,0,0,0,0
13242,Ceschi,0,0,0,0,0,0,0,0,0,0
13243,Ancient Mith,0,0,0,0,0,0,0,0,0,0
13244,Radioinactive and Antimc,0,0,0,0,0,0,0,0,0,0
13245,Flux Axiom,0,0,0,0,0,0,0,0,0,0
13246,Dead Poet & Wildcard,0,0,0,0,0,0,0,0,0,0
13247,Lotek,0,0,0,0,0,0,0,0,0,0
13248,Def Tex,0,0,0,0,0,0,0,0,0,0
13249,Ira Lee,0,0,0,0,0,0,0,0,0,0
13250,Project Dark,0,0,0,0,0,0,0,0,0,0
13251,Wildcard,0,0,0,0,0,0,0,0,0,0
13252,Brzowski,0,0,0,0,0,0,0,0,0,0
13253,Mike Clouds,0,0,0,0,0,0,0,0,0,0
13254,The Shape Shifters,0,0,0,0,0,0,0,0,0,0
13255,Animal Nation,0,0,0,0,0,0,0,0,0,0
13256,Sole and the Skyrider Band,0,0,0,0,0,0,0,0,0,0
13257,Def 3 + Moka Only,0,0,0,0,0,0,0,0,0,0
13258,Kurtis Blow,0,0,0,0,0,0,0,0,0,0
13259,Lonnie Liston Smith,0,0,0,0,0,0,0,0,0,0
13260,The Spinners,0,0,0,0,0,0,0,0,0,0
13261,The Bar-Kays,0,0,0,0,0,0,0,0,0,0
13262,Jel,0,0,0,0,0,0,0,0,0,0
13263,Billy Paul,0,0,0,0,0,0,0,0,0,0
13264,Blackbird,0,0,0,0,0,0,0,0,0,0
13265,Factor,0,0,0,0,0,0,0,0,0,0
13266,Qwel,0,0,0,0,0,0,0,0,0,0
13267,Eddie Kendricks,0,0,0,0,0,0,0,0,0,0
13268,Radioinactive,0,0,0,0,0,0,0,0,0,0
13269,Gene Ammons,0,0,0,0,0,0,0,0,0,0
13270,Curse ov Dialect,0,0,0,0,0,0,0,0,0,0
13271,Don Julian,0,0,0,0,0,0,0,0,0,0
13272,Adlib,0,0,0,0,0,0,0,0,0,0
13273,Thavius Beck,0,0,0,0,0,0,0,0,0,0
13274,Doug Hammond,0,0,0,0,0,0,0,0,0,0
13275,Mike Longo,0,0,0,0,0,0,0,0,0,0
13276,Phil Ochs,0,0,0,0,0,0,0,0,0,0
13277,Henry Priestman,0,0,0,0,0,0,0,0,0,0
13278,Billie the Vision & The Dancers,0,1,0,0,1,0,0,0,0,0
13279,Tom McRae,0,0,0,0,1,0,0,0,0,0
13280,Madame MIM,0,0,0,0,0,0,0,0,0,0
13281,Forget Me In Vegas,0,0,0,0,0,0,0,0,0,0
13282,Away We Go!,0,0,0,0,0,0,0,0,0,0
13283,Green Day & the Cast of American Idiot,0,0,0,0,0,0,0,0,0,0
13284,The Locomotives,1,0,0,0,0,0,0,0,0,0
13285,Rock Kills Kid,0,0,1,0,0,0,0,0,1,0
13286,Steriogram,1,0,0,0,0,0,0,0,0,0
13287,Living Things,1,0,1,0,0,0,0,0,0,0
13288,Cephalic Carnage,0,0,0,0,0,0,0,0,0,0
13289,Tesseract,0,0,0,0,0,0,0,0,0,0
13290,Allan Holdsworth,0,0,0,0,0,0,0,0,0,0
13291,Hacride,0,0,0,0,0,0,0,0,0,0
13292,First Signs Of Frost,0,0,0,0,0,0,0,0,0,0
13293,Shunsuke Kida,0,0,0,0,0,0,0,0,0,0
13294,Sadist,0,0,0,0,0,0,0,0,0,0
13295,The Deserts of Träun,0,0,0,0,0,0,0,0,0,0
13296,Последние Танки В Париже,0,0,0,0,0,0,0,0,0,0
13297,Breathe In,0,0,0,0,0,0,0,0,0,0
13298,odi,0,0,0,0,0,0,0,0,0,0
13299,Лёха Никонов,0,0,0,0,0,0,0,0,0,0
13300,northern19,0,0,0,0,0,0,0,0,0,0
13301,Kattoo,0,0,0,1,0,0,0,0,0,0
13302,bzik,0,0,0,0,0,0,0,0,0,0
13303,Шумы России,0,0,0,0,0,0,0,0,0,0
13304,Пляж,0,0,0,0,0,0,0,0,0,0
13305,Left Front Tire,0,0,0,0,0,0,0,0,0,0
13306,Taster's Choice,0,0,0,0,0,0,0,0,0,0
13307,Fanisk,0,0,0,0,0,0,0,0,0,0
13308,Fukpig,0,0,0,0,0,0,0,0,0,0
13309,Ghost,0,0,0,0,0,0,0,0,0,0
13310,Wodensthrone,0,0,0,0,0,0,0,0,0,0
13311,Cnocantursa,0,0,0,0,0,0,0,0,0,0
13312,The Meads of Asphodel,0,0,0,0,0,0,0,0,0,0
13313,Goatmoon,0,0,0,0,0,0,0,0,0,0
13314,Kataxu,0,0,0,0,0,0,0,0,0,0
13315,The Axis of Perdition,0,0,0,0,0,0,0,0,0,0
13316,M8L8TH,0,0,0,0,0,0,0,0,0,0
13317,Fuck...I'm Dead,0,0,0,0,0,0,0,0,0,0
13318,Winterfylleth,0,0,0,0,0,0,0,0,0,0
13319,Hate Forest,0,0,0,0,0,0,0,0,0,0
13320,Caramell,0,0,0,0,0,0,0,0,0,0
13321,Chumbawamba,0,1,1,0,0,0,0,0,0,0
13322,Carter the Unstoppable Sex Machine,0,0,0,0,1,0,0,0,1,0
13323,Ricky Warwick,0,0,0,0,0,0,0,0,0,0
13324,Alabama 3,0,0,0,0,0,0,0,0,0,0
13325,Roadsaw,0,0,0,0,0,0,0,0,0,0
13326,The Men They Couldn't Hang,0,0,0,0,0,0,0,0,0,0
13327,Karma to Burn,0,0,0,0,0,0,0,0,0,0
13328,miserylab,0,0,0,0,0,0,0,0,0,0
13329,The Eden House,0,0,0,0,0,0,0,0,0,0
13330,Tindersticks,0,1,1,0,1,0,0,0,1,0
13331,Descendants of Cain,0,0,0,0,0,0,0,0,0,0
13332,Isobel Campbell & Mark Lanegan,0,0,0,0,0,0,0,0,0,0
13333,Ned's Atomic Dustbin,0,0,1,0,1,0,0,0,0,0
13334,UK Decay,0,0,0,0,0,0,0,0,0,0
13335,Real Life,0,1,1,1,0,0,1,0,0,0
13336,Timbuk 3,1,0,0,0,0,0,0,0,0,0
13337,Army of the Pharaohs,0,0,0,0,0,0,0,0,0,0
13338,The Glitch Mob,0,0,0,1,0,0,0,0,0,0
13339,New Rhodes,0,0,0,0,0,0,0,0,0,0
13340,Peter Doran,0,0,0,0,0,0,0,0,0,0
13341,G.S.Agostinho,0,0,0,0,0,0,0,0,0,0
13342,Olli Mustonen,0,0,0,0,0,0,0,0,0,0
13343,Gabo Ferro,0,0,0,0,0,0,0,0,0,0
13344,Antonín Dvořák,0,0,0,0,0,0,0,0,0,0
13345,Cecile Chaminade,0,0,0,0,0,0,0,0,0,0
13346,Slapbak,0,0,0,0,0,0,0,0,0,0
13347,Les Baxter,0,0,0,0,0,0,0,0,0,0
13348,Tommy Guerrero,0,0,0,0,0,0,0,0,0,0
13349,Cal Tjader,0,0,0,0,0,0,0,0,0,0
13350,Los Amigos Invisibles,0,0,0,0,0,0,0,0,0,0
13351,Fatback Band,1,0,0,0,0,0,0,0,0,0
13352,Bootsy Collins,0,0,0,0,0,0,0,0,0,0
13353,Freekbass,0,0,0,0,0,0,0,0,0,0
13354,Sérgio Mendes & Brasil '66,0,0,0,0,0,0,0,0,0,0
13355,PlantLife,0,0,0,0,0,0,0,0,0,0
13356,Blowfly,0,0,0,0,0,0,0,0,0,0
13357,Ohio Players,0,0,0,0,0,0,0,0,0,0
13358,Ursula 1000,0,0,0,0,0,0,0,0,0,0
13359,Emperor Penguin,0,0,0,0,0,0,0,0,0,0
13360,The Bongolian,0,0,0,0,0,0,0,0,0,0
13361,Yohimbe Brothers,0,0,0,0,0,0,0,0,0,0
13362,Enoch Light,0,0,0,0,0,0,0,0,0,0
13363,Plastilina Mosh,0,0,0,1,0,0,0,0,0,0
13364,Chris Joss,0,0,0,0,0,0,0,0,0,0
13365,Torpedo Boyz,0,0,0,0,0,0,0,0,0,0
13366,Mexican Institute of Sound,0,0,0,1,0,0,0,0,0,0
13367,Lodger,0,0,0,0,0,0,0,0,0,0
13368,Falcão,0,0,0,0,0,0,0,0,0,0
13369,A.C.T,0,0,0,0,0,0,0,0,0,0
13370,Karnak,0,0,0,0,0,0,0,0,0,0
13371,Noriyuki Asakura,0,0,0,0,0,0,0,0,0,0
13372,Frank Jorge,0,0,0,0,0,0,0,0,0,0
13373,Júpiter Maçã,0,0,0,0,0,0,0,0,1,0
13374,Nei Lisboa,0,0,0,0,0,0,0,0,0,0
13375,Marcos Valle,0,0,0,1,0,1,0,0,0,0
13376,Nico Nicolaiewsky,0,0,0,0,0,0,0,0,0,0
13377,André Abujamra,0,0,0,0,0,0,0,0,0,0
13378,Zazu,0,1,0,0,0,0,0,1,0,0
13379,Dyego,0,1,0,0,0,0,0,0,0,0
13380,Death Cab For Cutie (Live Chicago 08.15.03),0,0,0,0,0,0,0,0,0,0
13381,Iron Jesus,0,0,0,1,0,0,0,0,0,0
13382,Henryk Górecki,0,0,0,0,0,0,0,0,0,0
13383,Ada Milea,0,0,0,0,0,0,0,0,0,0
13384,Moondog,0,0,0,0,0,0,0,0,0,0
13385,Raymond Scott,0,0,0,1,0,0,0,0,0,0
13386,Athanasius Kircher,0,0,0,0,0,0,0,0,0,0
13387,Domenico Scarlatti,0,0,0,0,0,0,0,0,0,0
13388,Dj.M,0,0,0,1,0,0,0,0,0,0
13389,Ada Milea (cu Alexander Balanescu),0,0,0,0,0,0,0,0,0,0
13390,Miles Davis Quintet,0,0,0,0,0,0,0,0,0,0
13391,Giacinto Scelsi,0,0,0,0,0,0,0,0,0,0
13392,iron jesus (featuring jahlili),0,0,0,0,0,0,0,0,0,0
13393,Munchausen By Proxy,0,0,0,0,0,0,0,0,0,0
13394,fun.,1,1,0,0,0,0,0,0,0,0
13395,Dispatch,0,1,0,0,0,0,0,0,0,0
13396,Soja,0,0,0,0,0,0,0,0,0,0
13397,Alemão Ronaldo,0,0,0,0,0,0,0,0,0,0
13398,Steve Angello,0,0,0,0,0,0,0,1,0,0
13399,Frenzal Rhomb,0,0,0,0,0,0,0,0,0,0
13400,Dance Hall Crashers,0,0,0,0,0,0,0,0,0,0
13401,Down by Law,0,0,0,0,0,0,0,0,0,0
13402,John K. Samson,0,0,0,0,0,0,0,0,0,0
13403,Dag Nasty,0,0,0,0,0,0,0,0,0,0
13404,Vilkduja,0,0,0,0,0,0,0,0,0,0
13405,Hasan Tayyar,0,0,0,1,0,0,0,0,0,0
13406,Yezda Urfa,0,0,0,0,0,0,0,0,0,1
13407,Richard Wright,0,0,0,0,0,0,0,0,0,1
13408,Kutup Yıldızı,0,0,0,0,0,0,0,0,0,0
13409,Cockney Rebel,0,0,0,0,0,0,0,0,0,0
13410,Notios hxos,0,0,0,0,0,0,0,0,0,0
13411,Grup Munzur,0,0,0,0,0,0,0,0,0,0
13412,Timur Selçuk,0,0,0,0,0,0,0,0,0,0
13413,Sevinç Eratalay,0,0,0,0,0,0,0,0,0,0
13414,Nadir's Big Chance,0,0,0,0,0,0,0,0,0,0
13415,Dan Gibson,0,0,0,0,0,0,0,0,0,0
13416,Sarband,0,0,0,0,0,0,0,0,0,0
13417,Nazım Hikmet,0,0,0,0,0,0,0,0,0,0
13418,Bitch Alert,0,0,0,0,0,1,0,0,0,0
13419,Velcra,0,0,0,0,0,1,0,0,0,0
13420,Jose Vanders,0,1,0,0,1,0,0,0,0,0
13421,Heartscore,1,0,0,0,0,0,0,0,0,0
13422,"Strawinsky, Igor",0,0,0,0,0,0,0,0,0,0
13423,"Mendes, Sergio",0,0,0,0,0,0,0,0,0,0
13424,Spastic Ink,0,0,0,0,0,0,0,0,0,0
13425,Anton Bruckner,0,0,0,0,0,0,0,0,0,0
13426,Take 6,0,0,0,0,0,0,0,0,0,0
13427,Olivier Messiaen,0,0,0,0,0,0,0,0,0,0
13428,Radio.String.Quartet,0,0,0,0,0,0,0,0,0,0
13429,"hr-Bigband feat. Billy Cobham, directed by Colin Towns",0,0,0,0,0,0,0,0,0,0
13430,"David Oistrakh, Mstislav Rostropovich; George Szell: Cleveland Orchestra",0,0,0,0,0,0,0,0,0,0
13431,"Gerhard Oppitz, Dmitry Sitkovetzky, David Geringas",0,0,0,0,0,0,0,0,0,0
13432,"David Oistrakh, Mstislav Rostropovich, Sviatoslav Richter; Herbert Von Karajan: Berlin Philharmonic Orchestra",0,0,0,0,0,0,0,0,0,0
13433,Goot,0,0,0,0,0,0,0,0,1,0
13434,Jimmy Robbins,0,1,0,0,0,0,0,0,0,0
13435,Blind Blake,0,0,0,0,0,0,0,0,0,0
13436,athas,0,0,0,0,0,0,0,1,0,0
13437,The Robert Cray Band,0,0,0,0,0,0,0,0,0,0
13438,Matt Hendricks,0,0,0,0,0,0,0,0,0,0
13439,The Mighty Lumberhorn,0,0,0,0,0,0,0,0,0,0
13440,HBO,0,0,0,0,0,0,0,0,0,0
13441,Screamin' Jay Hawkins,1,0,0,0,0,0,0,0,0,0
13442,Slim Harpo,0,0,0,0,0,0,0,0,0,0
13443,Jesse Fuller,0,0,0,0,0,0,0,0,0,0
13444,Elliott Randall,0,0,0,0,0,0,0,0,0,0
13445,G. Love,0,0,0,0,0,0,0,0,0,0
13446,Liz Carroll,0,0,0,0,0,0,0,0,0,0
13447,Chris Jones,0,0,0,0,0,0,0,0,0,0
13448,Blackwater,0,0,0,0,0,0,0,0,0,0
13449,VH1,0,0,0,0,0,0,0,0,0,0
13450,Gary Hobson Band,0,0,0,0,0,0,0,0,0,0
13451,David Munnelly,0,0,0,0,0,0,0,0,0,0
13452,the Tea Merchants,0,0,0,0,0,0,0,0,0,0
13453,Otis Taylor,0,0,0,0,0,0,0,0,0,0
13454,Hot Tuna,1,0,0,0,0,0,0,0,0,1
13455,Flook,0,0,0,0,0,0,0,0,0,0
13456,Alan Lomax,0,0,0,0,0,0,0,0,0,0
13457,Matthew West,0,0,0,0,0,0,0,0,1,0
13458,Avalon,0,0,0,0,0,0,0,0,0,0
13459,"Phillips, Craig & Dean",0,0,0,0,0,0,0,0,0,0
13460,Akon & Sweet Rush,0,0,0,0,0,0,0,0,0,0
13461,Natalie Grant,0,0,0,0,0,0,0,0,0,0
13462,Siria,0,0,0,0,0,0,0,0,0,0
13463,DJ Sammy & Yanou,0,0,0,0,0,0,0,0,0,0
13464,MercyMe,0,0,0,0,0,0,0,0,0,0
13465,Meredith Andrews,0,0,0,0,0,1,0,0,0,0
13466,Децл,0,0,0,0,0,0,0,0,0,0
13467,Thomas/БИ-2/Сплин,0,0,0,0,0,0,0,0,0,0
13468,Александр Васильев,0,0,0,0,0,0,0,0,0,0
13469,Mickey Avalon,0,0,0,0,0,0,0,0,0,0
13470,ДецлЪ aka Le Truk,0,0,0,0,0,0,0,0,0,0
13471,Padla Bear Outfit,0,0,0,0,0,0,0,0,0,0
13472,Canada horror stories,0,0,0,0,0,0,0,0,0,0
13473,Валентин Стрыкало,0,0,0,0,0,0,0,0,0,0
13474,The Tragically Hip,1,0,1,0,0,0,0,0,0,0
13475,Kingston Wall,0,0,0,0,0,0,0,0,0,0
13476,Stevens,0,0,0,0,0,0,0,0,0,0
13477,BC Jean,0,1,0,0,0,1,0,0,0,0
13478,HenriK Félix,0,1,0,0,0,0,0,0,0,0
13479,Herr M.,1,0,1,0,1,1,0,1,1,0
13480,Fleischschirm,1,0,1,0,0,0,0,0,1,0
13481,Fredrik Thordendal’s Special Defects,0,0,0,0,0,0,0,0,0,0
13482,Nina Persson,0,0,0,0,0,1,0,0,0,0
13483,Hellyeah,1,0,0,0,0,0,0,0,0,0
13484,Hot Club de Paris,0,0,0,0,0,0,0,0,0,0
13485,Cellofourte,0,0,0,0,0,0,0,0,0,0
13486,The Rosebuds,0,0,0,0,0,0,0,0,0,0
13487,Horse Feathers,0,0,0,0,1,0,0,0,0,0
13488,Lights On,0,0,0,0,0,0,0,0,0,0
13489,Say Hi,0,0,0,0,0,0,0,0,0,0
13490,Asche & Spencer,0,0,0,0,0,0,0,0,0,0
13491,The Sarcastic Dharma Society,0,0,0,0,0,0,0,0,0,0
13492,Haloo Helsinki!,0,0,0,0,0,0,0,0,0,0
13493,The Hillbilly Moon Explosion,0,0,0,0,0,1,0,0,0,0
13494,Johnny Burnette,0,0,0,0,0,0,0,0,0,0
13495,Geraint Watkins,0,0,0,0,0,0,0,0,0,0
13496,Old Crow Medicine Show,0,0,0,0,0,0,0,0,0,0
13497,The Radio R.A.T. Misery Hour,0,0,0,0,0,0,0,0,0,0
13498,Lorette Velvette,0,0,0,0,0,0,0,0,0,0
13499,Hot Boogie Chillun,0,0,0,0,0,0,0,0,0,0
13500,Tim Armstrong,0,0,0,0,0,0,0,0,0,0
